User,Mentions,,,Conative,User
,,,,"('way', 'thief')",liss_canuto
,,,,"('thief', 'ex')",liss_canuto
,,,,"('ex', 'prisoner')",liss_canuto
,,,,"('prisoner', 'could')",liss_canuto
,,,,"('could', 'apply')",liss_canuto
,,,,"('apply', 'brazil')",liss_canuto
,,,,"('brazil', 'deserves')",liss_canuto
,,,,"('deserves', 'progress')",liss_canuto
,,,,"('progress', 'leopoldo')",liss_canuto
,,,,"('beautiful', 'exciting')",patygastaldi
,,,,"('exciting', 'green')",patygastaldi
,,,,"('green', 'yellow')",patygastaldi
,,,,"('yellow', 'escape')",patygastaldi
,,,,"('escape', 'fight')",patygastaldi
,,,,"('fight', 'sang')",patygastaldi
,,,,"('sang', 'one')",patygastaldi
,,,,"('one', 'voice')",patygastaldi
,,,,"('voice', 'defends')",patygastaldi
,,,,"('defends', 'family')",patygastaldi
,,,,"('family', 'homeland')",patygastaldi
,,,,"('homeland', 'values')",patygastaldi
,,,,"('values', 'family')",patygastaldi
,,,,"('family', 'friends')",patygastaldi
,,,,"('friends', 'acquaintances')",patygastaldi
,,,,"('acquaintances', 'thousands')",patygastaldi
,,,,"('thousands', 'brazilians')",patygastaldi
,,,,"('brazilians', 'teenagers')",patygastaldi
,,,,"('teenagers', 'elderly')",patygastaldi
,,,,"('elderly', 'beautiful')",patygastaldi
,,,,"('beautiful', 'see')",patygastaldi
,,,,"('see', 'cadet')",patygastaldi
,,,,"('cadet', 'school')",patygastaldi
,,,,"('school', 'part')",patygastaldi
,,,,"('part', 'regardless')",patygastaldi
,,,,"('regardless', 'opinion')",patygastaldi
,,,,"('opinion', 'guided')",patygastaldi
,,,,"('guided', 'heart')",patygastaldi
,,,,"('heart', 'respectwho')",patygastaldi
,,,,"('respectwho', 'respects')",patygastaldi
,,,,"('respects', 'sincere')",patygastaldi
,,,,"('sincere', 'respect')",patygastaldi
,,,,"('respect', 'today')",patygastaldi
,,,,"('today', 'ever')",patygastaldi
,,,,"('ever', 'sleep')",patygastaldi
,,,,"('sleep', 'quiet')",patygastaldi
,,,,"('quiet', 'conscience')",patygastaldi
,,,,"('conscience', 'part')",patygastaldi
,,,,"('part', 'well')",patygastaldi
,,,,"('well', 'done')",patygastaldi
,,,,"('done', 'peaceful')",patygastaldi
,,,,"('peaceful', 'orderly')",patygastaldi
,,,,"('orderly', 'act')",patygastaldi
,,,,"('act', 'demonstration')",patygastaldi
,,,,"('demonstration', 'empathy')",patygastaldi
,,,,"('empathy', 'one')",patygastaldi
,,,,"('one', 'shut')",patygastaldi
,,,,"('shut', 'intervention')",patygastaldi
,,,,"('intervention', 'brazilian')",patygastaldi
,,,,"('gathered', 'front')",portaldoholanda
,,,,"('front', 'amazonian')",portaldoholanda
,,,,"('amazonian', 'military')",portaldoholanda
,,,,"('military', 'command')",portaldoholanda
,,,,"('command', 'protesters')",portaldoholanda
,,,,"('protesters', 'sang')",portaldoholanda
,,,,"('sang', 'brazilian')",portaldoholanda
,,,,"('brazilian', 'national')",portaldoholanda
,,,,"('national', 'anthem')",portaldoholanda
,,,,"('anthem', 'brazilian')",portaldoholanda
,,,,"('brazilian', 'great')",portaldoholanda
,,,,"('great', 'pride')",portaldoholanda
,,,,"('pride', 'afternoon')",portaldoholanda
,,,,"('afternoon', 'wednesday')",portaldoholanda
,,,,"('wednesday', 'group')",portaldoholanda
,,,,"('group', 'asks')",portaldoholanda
,,,,"('asks', 'federal')",portaldoholanda
,,,,"('federal', 'intervention')",portaldoholanda
,,,,"('intervention', 'result')",portaldoholanda
,,,,"('result', 'elections')",portaldoholanda
,,,,"('elections', 'enshrined')",portaldoholanda
,,,,"('enshrined', 'lula')",portaldoholanda
,,,,"('lula', 'new')",portaldoholanda
,,,,"('new', 'president')",portaldoholanda
,,,,"('president', 'see')",portaldoholanda
,,,,"('see', 'videosfull')",portaldoholanda
,,,,"('videosfull', 'article')",portaldoholanda
,,,,"('article', 'stories')",portaldoholanda
,,,,"('stories', 'link')",portaldoholanda
,,,,"('link', 'holland')",portaldoholanda
,,,,"('holland', 'portal')",portaldoholanda
,,,,"('portal', 'website')",portaldoholanda
,,,,"('need', 'climb')",dolixoalucro
,,,,"('climb', 'rod')",dolixoalucro
,,,,"('rod', 'intervention')",dolixoalucro
,,,,"('intervention', 'nowaaaaaaaaaa')",dolixoalucro
,,,,"('brazilians', 'great')",jessicafernanda847
,,,,"('great', 'pride')",jessicafernanda847
,,,,"('pride', 'want')",jessicafernanda847
,,,,"('want', 'country')",jessicafernanda847
,,,,"('country', 'children')",jessicafernanda847
,,,,"('children', 'live')",jessicafernanda847
,,,,"('live', 'well')",jessicafernanda847
,,,,"('well', 'intervention')",jessicafernanda847
,,,,"('christians', 'intervention')",foralulaladrao0
,,,,"('intervention', 'strengths')",foralulaladrao0
,,,,"('class', 'increases')",silverioraul
,,,,"('increases', 'god')",silverioraul
,,,,"('god', 'family')",silverioraul
,,,,"('family', 'patria')",silverioraul
,,,,"('streets', 'protest')",dancosfer
,,,,"('protest', 'go')",dancosfer
,,,,"('go', 'protest')",dancosfer
,,,,"('protest', 'streets')",dancosfer
,,,,"('streets', 'make')",dancosfer
,,,,"('make', 'protest')",dancosfer
,,,,"('protest', 'send')",dancosfer
,,,,"('send', 'email')",dancosfer
,,,,"('email', 'defense')",dancosfer
,,,,"('defense', 'minister')",dancosfer
,,,,"('minister', 'paulo')",dancosfer
,,,,"('paulo', 'srgio')",dancosfer
,,,,"('srgio', 'nogueira')",dancosfer
,,,,"('nogueira', 'oliveira')",dancosfer
,,,,"('oliveira', 'need')",dancosfer
,,,,"('need', 'write')",dancosfer
,,,,"('write', 'anything')",dancosfer
,,,,"('anything', 'put')",dancosfer
,,,,"('put', 'title')",dancosfer
,,,,"('title', 'email')",dancosfer
,,,,"('email', 'federal')",dancosfer
,,,,"('federal', 'intervention')",dancosfer
,,,,"('intervention', 'federal')",dancosfer
,,,,"('federal', 'intervention')",dancosfer
,,,,"('intervention', 'ministergovbr')",dancosfer
,,,,"('ministergovbr', 'homeland')",dancosfer
,,,,"('homeland', 'beloved')",dancosfer
,,,,"('beloved', 'brazil')",dancosfer
,,,,"('brazil', 'share')",dancosfer
,,,,"('share', 'company')",dancosfer
,,,,"('company', 'constitution')",dancosfer
,,,,"('constitution', 'hours')",dancosfer
,,,,"('hours', 'jaguar')",dancosfer
,,,,"('jaguar', 'drink')",dancosfer
,,,,"('drink', 'water')",dancosfer
,,,,"('brazil', 'man')",taniaflugel
,,,,"('man', 'principles')",taniaflugel
,,,,"('principles', 'values')",taniaflugel
,,,,"('values', 'god')",taniaflugel
,,,,"('god', 'bless')",taniaflugel
,,,,"('bless', 'nation')",taniaflugel
,,,,"('nation', 'supreme')",taniaflugel
,,,,"('supreme', 'people')",taniaflugel
,,,,"('people', 'intervention')",taniaflugel
,,,,"('multiple', 'bankruptcy')",flaviamazzucco
,,,,"('bankruptcy', 'brazil')",flaviamazzucco
,,,,"('brazil', 'medicine')",flaviamazzucco
,,,,"('medicine', 'multiple')",flaviamazzucco
,,,,"('multiple', 'organ')",flaviamazzucco
,,,,"('organ', 'failure')",flaviamazzucco
,,,,"('failure', 'characterizes')",flaviamazzucco
,,,,"('characterizes', 'clinical')",flaviamazzucco
,,,,"('clinical', 'picture')",flaviamazzucco
,,,,"('picture', 'one')",flaviamazzucco
,,,,"('one', 'vital')",flaviamazzucco
,,,,"('vital', 'system')",flaviamazzucco
,,,,"('system', 'function')",flaviamazzucco
,,,,"('function', 'properlyoften')",flaviamazzucco
,,,,"('properlyoften', 'bodys')",flaviamazzucco
,,,,"('bodys', 'defense')",flaviamazzucco
,,,,"('defense', 'makes')",flaviamazzucco
,,,,"('makes', 'process')",flaviamazzucco
,,,,"('process', 'unstable')",flaviamazzucco
,,,,"('unstable', 'making')",flaviamazzucco
,,,,"('making', 'difficult')",flaviamazzucco
,,,,"('difficult', 'effective')",flaviamazzucco
,,,,"('effective', 'treatmentpatients')",flaviamazzucco
,,,,"('treatmentpatients', 'multiple')",flaviamazzucco
,,,,"('multiple', 'organ')",flaviamazzucco
,,,,"('organ', 'failure')",flaviamazzucco
,,,,"('failure', 'often')",flaviamazzucco
,,,,"('often', 'prognosis')",flaviamazzucco
,,,,"('prognosis', 'matter')",flaviamazzucco
,,,,"('matter', 'time')",flaviamazzucco
,,,,"('time', 'deathpractically')",flaviamazzucco
,,,,"('deathpractically', 'faith')",flaviamazzucco
,,,,"('faith', 'remains')",flaviamazzucco
,,,,"('remains', 'patient')",flaviamazzucco
,,,,"('patient', 'dies')",flaviamazzucco
,,,,"('dies', 'multiple')",flaviamazzucco
,,,,"('multiple', 'organ')",flaviamazzucco
,,,,"('organ', 'failure')",flaviamazzucco
,,,,"('failure', 'one')",flaviamazzucco
,,,,"('one', 'certainly')",flaviamazzucco
,,,,"('certainly', 'state')",flaviamazzucco
,,,,"('state', 'system')",flaviamazzucco
,,,,"('system', 'organ')",flaviamazzucco
,,,,"('organ', 'responsible')",flaviamazzucco
,,,,"('responsible', 'final')",flaviamazzucco
,,,,"('final', 'outcome')",flaviamazzucco
,,,,"('outcome', 'lulas')",flaviamazzucco
,,,,"('lulas', 'election')",flaviamazzucco
,,,,"('election', 'multiple')",flaviamazzucco
,,,,"('multiple', 'failure')",flaviamazzucco
,,,,"('failure', 'brazil')",flaviamazzucco
,,,,"('brazil', 'combat')",flaviamazzucco
,,,,"('combat', 'government')",flaviamazzucco
,,,,"('government', 'please')",flaviamazzucco
,,,,"('please', 'various')",flaviamazzucco
,,,,"('various', 'sectors')",flaviamazzucco
,,,,"('sectors', 'society')",flaviamazzucco
,,,,"('society', 'several')",flaviamazzucco
,,,,"('several', 'died')",flaviamazzucco
,,,,"('died', 'drunken')",flaviamazzucco
,,,,"('drunken', 'immoral')",flaviamazzucco
,,,,"('immoral', 'benefits')",flaviamazzucco
,,,,"('benefits', 'brazil')",flaviamazzucco
,,,,"('brazil', 'witnessed')",flaviamazzucco
,,,,"('witnessed', 'subversion')",flaviamazzucco
,,,,"('subversion', 'reality')",flaviamazzucco
,,,,"('reality', 'relativization')",flaviamazzucco
,,,,"('relativization', 'concepts')",flaviamazzucco
,,,,"('concepts', 'surely')",flaviamazzucco
,,,,"('surely', 'attack')",flaviamazzucco
,,,,"('attack', 'country')",flaviamazzucco
,,,,"('country', 'several')",flaviamazzucco
,,,,"('several', 'flanksthose')",flaviamazzucco
,,,,"('flanksthose', 'deceived')",flaviamazzucco
,,,,"('deceived', 'nothing')",flaviamazzucco
,,,,"('nothing', 'fool')",flaviamazzucco
,,,,"('fool', 'country')",flaviamazzucco
,,,,"('country', 'prognosis')",flaviamazzucco
,,,,"('prognosis', 'continues')",flaviamazzucco
,,,,"('continues', 'comments')",flaviamazzucco
,,,,"('comments', 'list')",flaviamazzucco
,,,,"('list', 'long')",flaviamazzucco
,,,,"('long', 'many')",flaviamazzucco
,,,,"('many', 'bankruptcy')",flaviamazzucco
,,,,"('bankruptcy', 'hired')",flaviamazzucco
,,,,"('hired', 'brazilian')",flaviamazzucco
,,,,"('brazilian', 'society')",flaviamazzucco
,,,,"('society', 'electing')",flaviamazzucco
,,,,"('electing', 'lula')",flaviamazzucco
,,,,"('lula', 'silvawhen')",flaviamazzucco
,,,,"('silvawhen', 'country')",flaviamazzucco
,,,,"('country', 'finally')",flaviamazzucco
,,,,"('finally', 'dies')",flaviamazzucco
,,,,"('dies', 'know')",flaviamazzucco
,,,,"('know', 'organ')",flaviamazzucco
,,,,"('organ', 'responsible')",flaviamazzucco
,,,,"('responsible', 'last')",flaviamazzucco
,,,,"('last', 'sigh')",flaviamazzucco
,,,,"('sigh', 'know')",flaviamazzucco
,,,,"('know', 'causative')",flaviamazzucco
,,,,"('causative', 'mollusk')",flaviamazzucco
,,,,"('mollusk', 'wasonly')",flaviamazzucco
,,,,"('wasonly', 'faithby')",flaviamazzucco
,,,,"('faithby', 'mariano')",flaviamazzucco
,,,,"('mariano', 'andrade')",flaviamazzucco
,,,,"('andrade', 'intervention')",flaviamazzucco
,,,,"('politician', 'better')",rosangela.felintro
,,,,"('better', 'brazil')",rosangela.felintro
,,,,"('brazil', 'intervention')",rosangela.felintro
,,,,"('middle', 'many')",anabeatrizbap
,,,,"('many', 'people')",anabeatrizbap
,,,,"('people', 'found')",anabeatrizbap
,,,,"('found', 'life')",anabeatrizbap
,,,,"('life', 'resistance')",anabeatrizbap
,,,,"('mr', 'journalist')",eliana_pontual
,,,,"('journalist', 'impartial')",eliana_pontual
,,,,"('impartial', 'comment')",eliana_pontual
,,,,"('comment', 'legitimate')",eliana_pontual
,,,,"('legitimate', 'manifestations')",eliana_pontual
,,,,"('manifestations', 'brazilian')",eliana_pontual
,,,,"('brazilian', 'peoplewe')",eliana_pontual
,,,,"('peoplewe', 'accept')",eliana_pontual
,,,,"('accept', 'b')",eliana_pontual
,,,,"('b', 'elected')",eliana_pontual
,,,,"('elected', 'fraudulent')",eliana_pontual
,,,,"('fraudulent', 'election')",eliana_pontual
,,,,"('federal', 'intervention')",ale.monteiro_
,,,,"('intervention', 'already')",ale.monteiro_
,,,,"('already', 'fight')",ale.monteiro_
,,,,"('fight', 'never')",ale.monteiro_
,,,,"('never', 'dies')",ale.monteiro_
,,,,"('dies', 'history')",ale.monteiro_
,,,,"('history', 'brazil')",ale.monteiro_
,,,,"('brazil', 'intervention')",ale.monteiro_
,,,,"('intervention', 'grosso')",ale.monteiro_
,,,,"('grosso', 'street')",ale.monteiro_
,,,,"('street', 'army')",ale.monteiro_
,,,,"('intervention', 'santa')",suellenscatamburlo
,,,,"('santa', 'cruz')",suellenscatamburlo
,,,,"('cruz', 'rio')",suellenscatamburlo
,,,,"('rio', 'pardo')",suellenscatamburlo
,,,,"('pardo', 'sp')",suellenscatamburlo
,,,,"('sp', 'tg')",suellenscatamburlo
,,,,"('supporters', 'president')",portaldoholanda
,,,,"('president', 'jair')",portaldoholanda
,,,,"('jair', 'bolsonaro')",portaldoholanda
,,,,"('bolsonaro', 'gathered')",portaldoholanda
,,,,"('gathered', 'demonstration')",portaldoholanda
,,,,"('demonstration', 'take')",portaldoholanda
,,,,"('take', 'place')",portaldoholanda
,,,,"('place', 'pm')",portaldoholanda
,,,,"('pm', 'coronel')",portaldoholanda
,,,,"('coronel', 'teixeira')",portaldoholanda
,,,,"('teixeira', 'avenue')",portaldoholanda
,,,,"('avenue', 'ponta')",portaldoholanda
,,,,"('ponta', 'negra')",portaldoholanda
,,,,"('negra', 'west')",portaldoholanda
,,,,"('west', 'zonethe')",portaldoholanda
,,,,"('zonethe', 'group')",portaldoholanda
,,,,"('group', 'asks')",portaldoholanda
,,,,"('asks', 'federal')",portaldoholanda
,,,,"('federal', 'intervention')",portaldoholanda
,,,,"('intervention', 'result')",portaldoholanda
,,,,"('result', 'elections')",portaldoholanda
,,,,"('elections', 'enshrined')",portaldoholanda
,,,,"('enshrined', 'lula')",portaldoholanda
,,,,"('lula', 'new')",portaldoholanda
,,,,"('new', 'president')",portaldoholanda
,,,,"('president', 'complete')",portaldoholanda
,,,,"('complete', 'article')",portaldoholanda
,,,,"('article', 'stories')",portaldoholanda
,,,,"('stories', 'link')",portaldoholanda
,,,,"('link', 'holland')",portaldoholanda
,,,,"('holland', 'portal')",portaldoholanda
,,,,"('portal', 'website')",portaldoholanda
,,,,"('website', 'guarlotte')",portaldoholanda
,,,,"('guarlotte', 'coase')",portaldoholanda
,,,,"('coase', 'holland')",portaldoholanda
,,,,"('holland', 'portal')",portaldoholanda
,,,,"('cta', 'jos')",bruno.hjl
,,,,"('jos', 'campos')",bruno.hjl
,,,,"('campos', 'sp')",bruno.hjl
,,,,"('sp', 'intervention')",bruno.hjl
,,,,"('thief', 'represent')",resistencia_bolsonarista
,,,,"('represent', 'brazilian')",resistencia_bolsonarista
,,,,"('brazilian', 'peoplefederal')",resistencia_bolsonarista
,,,,"('peoplefederal', 'intervention')",resistencia_bolsonarista
,,,,"('beloved', 'mogi')",melissamilitao
,,,,"('intervention', 'lula')",phatthysanti
,,,,"('federal', 'interventionj')",paulolimaaerocar
,,,,"('interventionj', 'say')",paulolimaaerocar
,,,,"('say', 'people')",paulolimaaerocar
,,,,"('people', 'ruler')",paulolimaaerocar
,,,,"('ruler', 'deserves')",paulolimaaerocar
,,,,"('deserves', 'im')",paulolimaaerocar
,,,,"('im', 'sure')",paulolimaaerocar
,,,,"('sure', 'brazilian')",paulolimaaerocar
,,,,"('brazilian', 'people')",paulolimaaerocar
,,,,"('people', 'deserve')",paulolimaaerocar
,,,,"('deserve', 'bandit')",paulolimaaerocar
,,,,"('bandit', 'convicted')",paulolimaaerocar
,,,,"('convicted', 'president')",paulolimaaerocar
,,,,"('president', 'intervention')",paulolimaaerocar
,,,,"('respect', 'right')",luce.mary
,,,,"('right', 'protest')",luce.mary
,,,,"('protest', 'assembled')",luce.mary
,,,,"('assembled', 'scheme')",luce.mary
,,,,"('scheme', 'benefited')",luce.mary
,,,,"('benefited', 'bandit')",luce.mary
,,,,"('bandit', 'take')",luce.mary
,,,,"('take', 'presidency')",luce.mary
,,,,"('presidency', 'brazil')",luce.mary
,,,,"('brazil', 'intervention')",luce.mary
,,,,"('share', 'intervention')",omateussofc
,,,,"('lad', 'frog')",mascarenhasqg
,,,,"('frog', 'represent')",mascarenhasqg
,,,,"('represent', 'uswe')",mascarenhasqg
,,,,"('uswe', 'accept')",mascarenhasqg
,,,,"('accept', 'corrupt')",mascarenhasqg
,,,,"('corrupt', 'powerlets')",mascarenhasqg
,,,,"('powerlets', 'take')",mascarenhasqg
,,,,"('take', 'brazil')",mascarenhasqg
,,,,"('brazil', 'back')",mascarenhasqg
,,,,"('back', 'intervention')",mascarenhasqg
,,,,"('street', 'intervention')",derligoetz
,,,,"('one', 'love')",aninhaagertt
,,,,"('flag', 'never')",favelado_de_direita
,,,,"('never', 'red')",favelado_de_direita
,,,,"('god', 'homeland')",cardooso_larissaa
,,,,"('homeland', 'family')",cardooso_larissaa
,,,,"('family', 'freedom')",cardooso_larissaa
,,,,"('freedom', 'intervention')",cardooso_larissaa
,,,,"('company', 'constitution')",dancosfer
,,,,"('constitution', 'hours')",dancosfer
,,,,"('hours', 'jaguar')",dancosfer
,,,,"('jaguar', 'drink')",dancosfer
,,,,"('drink', 'water')",dancosfer
,,,,"('intervention', 'fighting')",elianelobatonails
,,,,"('fighting', 'country')",elianelobatonails
,,,,"('country', 'flag')",elianelobatonails
,,,,"('flag', 'never')",elianelobatonails
,,,,"('never', 'red')",elianelobatonails
,,,,"('intervention', 'navy')",tati.flornik
,,,,"('navy', 'army')",tati.flornik
,,,,"('flag', 'fight')",dra.jeniffer.neitzel
,,,,"('fight', 'end')",dra.jeniffer.neitzel
,,,,"('end', 'intervention')",dra.jeniffer.neitzel
,,,,"('ive', 'lost')",nathanrcz
,,,,"('lost', 'much')",nathanrcz
,,,,"('much', 'time')",nathanrcz
,,,,"('time', 'life')",nathanrcz
,,,,"('life', 'things')",nathanrcz
,,,,"('things', 'people')",nathanrcz
,,,,"('people', 'future')",nathanrcz
,,,,"('future', 'hahaha')",nathanrcz
,,,,"('hahaha', 'intervention')",nathanrcz
,,,,"('supreme', 'people')",inte.rvencaofederal
,,,,"('people', 'flag')",inte.rvencaofederal
,,,,"('flag', 'never')",inte.rvencaofederal
,,,,"('never', 'red')",inte.rvencaofederal
,,,,"('red', 'come')",inte.rvencaofederal
,,,,"('come', 'street')",inte.rvencaofederal
,,,,"('street', 'intervention')",inte.rvencaofederal
,,,,"('intervention', 'already')",inte.rvencaofederal
,,,,"('flag', 'green')",eu_oliwer
,,,,"('green', 'yellow')",eu_oliwer
,,,,"('yellow', 'cashiers')",eu_oliwer
,,,,"('attention', 'brazilian')",leles_alves
,,,,"('brazilian', 'people')",leles_alves
,,,,"('people', 'intervention')",leles_alves
,,,,"('fight', 'better')",priscila_barroso_
,,,,"('better', 'country')",priscila_barroso_
,,,,"('country', 'everyone')",priscila_barroso_
,,,,"('everyone', 'right')",priscila_barroso_
,,,,"('right', 'come')",priscila_barroso_
,,,,"('come', 'go')",priscila_barroso_
,,,,"('go', 'safelyi')",priscila_barroso_
,,,,"('safelyi', 'fight')",priscila_barroso_
,,,,"('fight', 'homeland')",priscila_barroso_
,,,,"('homeland', 'search')",priscila_barroso_
,,,,"('search', 'justice')",priscila_barroso_
,,,,"('justice', 'freedom')",priscila_barroso_
,,,,"('freedom', 'decent')",priscila_barroso_
,,,,"('decent', 'economyi')",priscila_barroso_
,,,,"('economyi', 'never')",priscila_barroso_
,,,,"('never', 'represented')",priscila_barroso_
,,,,"('represented', 'thief')",priscila_barroso_
,,,,"('thief', 'fatherland')",priscila_barroso_
,,,,"('fatherland', 'family')",priscila_barroso_
,,,,"('family', 'freedom')",priscila_barroso_
,,,,"('freedom', 'intervention')",priscila_barroso_
,,,,"('federal', 'intervention')",maritvsilva
,,,,"('intervention', 'flag')",maritvsilva
,,,,"('flag', 'never')",maritvsilva
,,,,"('never', 'red')",maritvsilva
,,,,"('red', 'god')",maritvsilva
,,,,"('god', 'protect')",maritvsilva
,,,,"('protect', 'us')",maritvsilva
,,,,"('us', 'lula')",maritvsilva
,,,,"('lula', 'equerda')",maritvsilva
,,,,"('equerda', 'intervention')",maritvsilva
,,,,"('country', 'intervention')",wanessynhamorena
,,,,"('tip', 'line')",r7.motta
,,,,"('line', 'intervention')",r7.motta
,,,,"('intervention', 'sftorgiation')",r7.motta
,,,,"('araatuba', 'sp')",jofariasqueiroz
,,,,"('sp', 'intervention')",jofariasqueiroz
,,,,"('intervention', 'already')",jofariasqueiroz
,,,,"('homeland', 'beloved')",dani_andrioli2
,,,,"('beloved', 'brazil')",dani_andrioli2
,,,,"('trying', 'call')",br4asil
,,,,"('call', 'voice')",br4asil
,,,,"('voice', 'dont')",br4asil
,,,,"('dont', 'give')",br4asil
,,,,"('give', 'face')",br4asil
,,,,"('face', 'hit')",br4asil
,,,,"('hit', 'shut')",br4asil
,,,,"('shut', 'us')",br4asil
,,,,"('us', 'continue')",br4asil
,,,,"('continue', 'streets')",br4asil
,,,,"('streets', 'need')",br4asil
,,,,"('need', 'share')",br4asil
,,,,"('share', 'videosall')",br4asil
,,,,"('videosall', 'manifestations')",br4asil
,,,,"('manifestations', 'use')",br4asil
,,,,"('use', 'hashtags')",br4asil
,,,,"('hashtags', 'intervention')",br4asil
,,,,"('bolsonaroit', 'crime')",carolinaspl
,,,,"('crime', 'paya')",carolinaspl
,,,,"('paya', 'former')",carolinaspl
,,,,"('former', 'inmate')",carolinaspl
,,,,"('inmate', 'corrupt')",carolinaspl
,,,,"('corrupt', 'thief')",carolinaspl
,,,,"('thief', 'sentenced')",carolinaspl
,,,,"('sentenced', 'instances')",carolinaspl
,,,,"('instances', 'released')",carolinaspl
,,,,"('released', 'magistrate')",carolinaspl
,,,,"('magistrate', 'friends')",carolinaspl
,,,,"('friends', 'ripped')",carolinaspl
,,,,"('ripped', 'constitution')",carolinaspl
,,,,"('constitution', 'free')",carolinaspl
,,,,"('free', 'help')",carolinaspl
,,,,"('help', 'fraudulent')",carolinaspl
,,,,"('fraudulent', 'electionwe')",carolinaspl
,,,,"('electionwe', 'accept')",carolinaspl
,,,,"('accept', 'convict')",carolinaspl
,,,,"('convict', 'govern')",carolinaspl
,,,,"('govern', 'brazil')",carolinaspl
,,,,"('brazil', 'support')",carolinaspl
,,,,"('support', 'criminal')",carolinaspl
,,,,"('criminal', 'factionssupreme')",carolinaspl
,,,,"('factionssupreme', 'people')",carolinaspl
,,,,"('people', 'president')",carolinaspl
,,,,"('brazil', 'allgod')",kathleenpoiati
,,,,"('federal', 'intervention')",serva_crismello
,,,,"('intervention', 'brazil')",serva_crismello
,,,,"('want', 'free')",jubitencurte
,,,,"('free', 'country')",jubitencurte
,,,,"('country', 'intervention')",jubitencurte
,,,,"('federal', 'intervention')",paulolimaaerocar
,,,,"('intervention', 'fight')",paulolimaaerocar
,,,,"('fight', 'rights')",paulolimaaerocar
,,,,"('rights', 'worthy')",paulolimaaerocar
,,,,"('worthy', 'intervention')",paulolimaaerocar
,,,,"('rain', 'manifestation')",ruteabrahao
,,,,"('manifestation', 'people')",ruteabrahao
,,,,"('people', 'outraged')",ruteabrahao
,,,,"('outraged', 'result')",ruteabrahao
,,,,"('result', 'elections')",ruteabrahao
,,,,"('elections', 'accept')",ruteabrahao
,,,,"('accept', 'corrupt')",ruteabrahao
,,,,"('corrupt', 'thief')",ruteabrahao
,,,,"('thief', 'governing')",ruteabrahao
,,,,"('governing', 'country')",ruteabrahao
,,,,"('country', 'intervention')",ruteabrahao
,,,,"('intervention', 'lula')",ruteabrahao
,,,,"('respect', 'opinions')",dr.jefferson_boundok
,,,,"('opinions', 'whether')",dr.jefferson_boundok
,,,,"('whether', 'favorable')",dr.jefferson_boundok
,,,,"('favorable', 'contrary')",dr.jefferson_boundok
,,,,"('contrary', 'minei')",dr.jefferson_boundok
,,,,"('minei', 'unshakable')",dr.jefferson_boundok
,,,,"('unshakable', 'principles')",dr.jefferson_boundok
,,,,"('principles', 'values')",dr.jefferson_boundok
,,,,"('values', 'defend')",dr.jefferson_boundok
,,,,"('defend', 'politicians')",dr.jefferson_boundok
,,,,"('politicians', 'peoples')",dr.jefferson_boundok
,,,,"('peoples', 'staff')",dr.jefferson_boundok
,,,,"('staff', 'must')",dr.jefferson_boundok
,,,,"('must', 'perform')",dr.jefferson_boundok
,,,,"('perform', 'function')",dr.jefferson_boundok
,,,,"('function', 'within')",dr.jefferson_boundok
,,,,"('within', 'rules')",dr.jefferson_boundok
,,,,"('rules', 'honor')",dr.jefferson_boundok
,,,,"('honor', 'homeland')",dr.jefferson_boundok
,,,,"('homeland', 'believe')",dr.jefferson_boundok
,,,,"('believe', 'loving')",dr.jefferson_boundok
,,,,"('loving', 'god')",dr.jefferson_boundok
,,,,"('god', 'anything')",dr.jefferson_boundok
,,,,"('anything', 'take')",dr.jefferson_boundok
,,,,"('take', 'care')",dr.jefferson_boundok
,,,,"('care', 'st')",dr.jefferson_boundok
,,,,"('st', 'ministry')",dr.jefferson_boundok
,,,,"('ministry', 'attributed')",dr.jefferson_boundok
,,,,"('attributed', 'god')",dr.jefferson_boundok
,,,,"('god', 'family')",dr.jefferson_boundok
,,,,"('family', 'fight')",dr.jefferson_boundok
,,,,"('fight', 'beloved')",dr.jefferson_boundok
,,,,"('beloved', 'homeland')",dr.jefferson_boundok
,,,,"('homeland', 'born')",dr.jefferson_boundok
,,,,"('born', 'built')",dr.jefferson_boundok
,,,,"('built', 'story')",dr.jefferson_boundok
,,,,"('story', 'created')",dr.jefferson_boundok
,,,,"('created', 'roots')",dr.jefferson_boundok
,,,,"('roots', 'freedom')",dr.jefferson_boundok
,,,,"('freedom', 'go')",dr.jefferson_boundok
,,,,"('go', 'come')",dr.jefferson_boundok
,,,,"('come', 'able')",dr.jefferson_boundok
,,,,"('able', 'express')",dr.jefferson_boundok
,,,,"('express', 'intervention')",dr.jefferson_boundok
,,,,"('intervention', 'paulo')",dr.jefferson_boundok
,,,,"('may', 'god')",brasilnaveia_
,,,,"('god', 'help')",brasilnaveia_
,,,,"('help', 'homeland')",brasilnaveia_
,,,,"('homeland', 'send')",brasilnaveia_
,,,,"('send', 'angels')",brasilnaveia_
,,,,"('angels', 'help')",brasilnaveia_
,,,,"('help', 'us')",brasilnaveia_
,,,,"('federal', 'intervention')",dbrfreitas
,,,,"('intervention', 'come')",dbrfreitas
,,,,"('come', 'street')",dbrfreitas
,,,,"('street', 'hi')",dbrfreitas
,,,,"('woat', 'intervention')",foralulaladrao0
,,,,"('ask', 'urgent')",brasilnaveia_
,,,,"('urgent', 'justice')",brasilnaveia_
,,,,"('justice', 'intervention')",brasilnaveia_
